datetime,open,high,low,close,volume,openinterest
2020-01-02,3686.5999999999995,3746.0,3686.5999999999995,3715.7999999999993,81815.0,81731.0
2020-01-03,3726.5999999999995,3730.5999999999995,3700.5999999999995,3707.2,59449.0,73043.0
2020-01-06,3688.5999999999995,3740.2,3658.7999999999993,3688.0,84030.0,79552.0
2020-01-07,3703.0,3729.2,3695.5999999999995,3717.7999999999993,67920.0,72759.0
2020-01-08,3692.3999999999996,3715.5999999999995,3660.5999999999995,3681.0,78425.0,75531.0
2020-01-09,3708.3999999999996,3730.0,3700.5999999999995,3721.7999999999993,67568.0,67756.0
2020-01-10,3737.3999999999996,3744.0,3707.0,3720.3999999999996,58591.0,66326.0
2020-01-13,3728.7999999999993,3768.0,3705.0,3766.2,67535.0,64876.0
2020-01-14,3776.5999999999995,3790.3999999999996,3749.2,3754.2,53659.0,55789.0
2020-01-15,3745.3999999999996,3759.5999999999995,3711.0,3718.5999999999995,55203.0,47173.0
2020-01-16,3724.7999999999993,3728.5999999999995,3697.3999999999996,3712.7999999999993,40645.0,21918.0
2020-01-17,3720.999999999999,3742.999999999999,3701.7999999999993,3717.3999999999996,55746.0,59980.0
2020-01-20,3730.7999999999993,3750.999999999999,3710.999999999999,3746.999999999999,53915.0,56696.0
2020-01-21,3720.999999999999,3723.7999999999993,3662.3999999999996,3668.199999999999,63514.0,61974.0
2020-01-22,3650.3999999999996,3699.7999999999993,3592.7999999999993,3681.199999999999,77951.0,64685.0
2020-01-23,3637.7999999999993,3650.7999999999993,3506.5999999999995,3538.999999999999,79898.0,62931.0
2020-02-03,3217.7999999999993,3290.7999999999993,3135.999999999999,3135.999999999999,87300.0,67195.0
2020-02-04,3204.7999999999993,3326.999999999999,3204.5999999999995,3311.5999999999995,87830.0,65112.0
2020-02-05,3332.399999999999,3394.399999999999,3310.7999999999993,3345.1999999999994,84416.0,64435.0
2020-02-06,3359.7999999999993,3462.1999999999994,3333.7999999999993,3436.5999999999995,92820.0,68280.0
2020-02-07,3414.999999999999,3441.399999999999,3388.399999999999,3437.5999999999995,75548.0,62471.0
2020-02-10,3410.5999999999995,3459.7999999999993,3400.5999999999995,3436.1999999999994,74000.0,62874.0
2020-02-11,3463.399999999999,3500.7999999999993,3453.7999999999993,3480.399999999999,72619.0,60340.0
2020-02-12,3468.999999999999,3516.399999999999,3465.999999999999,3511.1999999999994,62759.0,56338.0
2020-02-13,3507.399999999999,3531.5999999999995,3483.1999999999994,3497.7999999999993,64289.0,56583.0
2020-02-14,3492.7999999999993,3547.5999999999995,3491.999999999999,3528.5999999999995,68877.0,56621.0
2020-02-17,3545.1999999999994,3627.999999999999,3540.7999999999993,3623.999999999999,68545.0,50256.0
2020-02-18,3611.199999999999,3618.199999999999,3565.599999999999,3586.599999999999,39476.0,64542.0
2020-02-19,3586.599999999999,3622.599999999999,3578.799999999999,3592.799999999999,52038.0,75572.0
2020-02-20,3607.999999999999,3698.999999999999,3591.3999999999987,3678.5999999999985,90567.0,98298.0
2020-02-21,3670.3999999999987,3732.7999999999993,3670.199999999999,3698.7999999999993,96644.0,100185.0
2020-02-24,3673.7999999999993,3692.199999999999,3633.599999999999,3660.199999999999,102077.0,104750.0
2020-02-25,3633.199999999999,3668.199999999999,3565.999999999999,3657.199999999999,119749.0,104971.0
2020-02-26,3615.199999999999,3664.199999999999,3592.999999999999,3616.199999999999,117949.0,102682.0
2020-02-27,3629.199999999999,3647.7999999999993,3610.3999999999987,3617.999999999999,92617.0,96359.0
2020-02-28,3532.3999999999987,3567.199999999999,3448.199999999999,3465.999999999999,126109.0,104326.0
2020-03-02,3507.799999999999,3635.799999999999,3505.3999999999987,3596.599999999999,114169.0,99296.0
2020-03-03,3658.5999999999985,3687.7999999999993,3600.199999999999,3612.599999999999,106544.0,96110.0
2020-03-04,3614.199999999999,3646.7999999999993,3595.3999999999987,3646.3999999999987,94519.0,92756.0
2020-03-05,3686.199999999999,3751.7999999999993,3656.5999999999985,3731.999999999999,112069.0,100356.0
2020-03-06,3701.5999999999985,3709.999999999999,3660.5999999999985,3660.999999999999,90386.0,88637.0
2020-03-09,3590.199999999999,3592.199999999999,3502.999999999999,3517.999999999999,108437.0,96783.0
2020-03-10,3550.199999999999,3635.199999999999,3489.799999999999,3612.3999999999987,131800.0,94633.0
2020-03-11,3607.3999999999987,3618.199999999999,3541.199999999999,3541.599999999999,101183.0,89693.0
2020-03-12,3496.199999999999,3508.199999999999,3436.3999999999987,3489.199999999999,107443.0,89335.0
2020-03-13,3291.3999999999987,3471.199999999999,3256.199999999999,3434.3999999999987,133433.0,94142.0
2020-03-16,3412.799999999999,3416.3999999999987,3231.199999999999,3232.199999999999,113253.0,83045.0
2020-03-17,3339.199999999999,3348.199999999999,3148.3999999999987,3222.199999999999,131932.0,86698.0
2020-03-18,3237.3999999999987,3305.799999999999,3136.999999999999,3150.199999999999,117815.0,62258.0
2020-03-19,3168.999999999999,3194.599999999999,3020.199999999999,3124.199999999999,90159.0,34065.0
2020-03-20,3186.199999999999,3190.3999999999987,3137.3999999999987,3142.3999999999987,11761.0,81113.0
2020-03-23,3068.3999999999987,3127.5999999999985,3039.3999999999987,3070.9999999999986,118573.0,96528.0
2020-03-24,3152.3999999999987,3183.199999999999,3089.3999999999987,3160.3999999999987,136783.0,101898.0
2020-03-25,3242.3999999999987,3277.3999999999987,3217.3999999999987,3249.5999999999985,127082.0,96038.0
2020-03-26,3222.3999999999987,3267.799999999999,3216.199999999999,3225.799999999999,107586.0,94202.0
2020-03-27,3267.3999999999987,3307.3999999999987,3242.3999999999987,3242.5999999999985,123358.0,97700.0
2020-03-30,3204.3999999999987,3241.199999999999,3179.799999999999,3225.199999999999,108469.0,91561.0
2020-03-31,3259.199999999999,3267.5999999999985,3213.5999999999985,3214.3999999999987,102002.0,91531.0
2020-04-01,3223.3999999999987,3281.199999999999,3203.3999999999987,3210.5999999999985,113390.0,96777.0
2020-04-02,3202.3999999999987,3290.3999999999987,3198.5999999999985,3289.199999999999,115688.0,94731.0
2020-04-03,3270.5999999999985,3282.9999999999986,3237.3999999999987,3256.9999999999986,92865.0,87672.0
2020-04-07,3337.799999999999,3357.799999999999,3326.5999999999985,3337.9999999999986,93993.0,88098.0
2020-04-08,3332.3999999999987,3341.3999999999987,3311.799999999999,3327.199999999999,81781.0,83697.0
2020-04-09,3346.9999999999986,3353.3999999999987,3332.799999999999,3341.9999999999986,74387.0,78551.0
2020-04-10,3344.799999999999,3375.5999999999985,3306.199999999999,3325.5999999999985,99222.0,86534.0
2020-04-13,3309.199999999999,3324.3999999999987,3297.199999999999,3307.3999999999987,65187.0,69609.0
2020-04-14,3332.5999999999985,3374.3999999999987,3321.3999999999987,3374.3999999999987,79296.0,71750.0
2020-04-15,3367.3999999999987,3382.5999999999985,3350.5999999999985,3351.799999999999,67343.0,50368.0
2020-04-16,3341.5999999999985,3367.5999999999985,3337.3999999999987,3359.199999999999,52172.0,24808.0
2020-04-17,3400.599999999999,3422.999999999999,3377.999999999999,3382.199999999999,88038.0,81725.0
2020-04-20,3390.399999999999,3397.599999999999,3371.399999999999,3392.999999999999,64035.0,72727.0
2020-04-21,3379.599999999999,3384.599999999999,3314.599999999999,3347.999999999999,83329.0,84544.0
2020-04-22,3325.599999999999,3388.599999999999,3325.599999999999,3387.199999999999,82359.0,79178.0
2020-04-23,3392.199999999999,3399.999999999999,3361.799999999999,3374.399999999999,72238.0,81187.0
2020-04-24,3366.399999999999,3370.399999999999,3345.999999999999,3360.599999999999,69684.0,75461.0
2020-04-27,3370.599999999999,3411.999999999999,3359.999999999999,3380.799999999999,74968.0,81692.0
2020-04-28,3394.199999999999,3420.399999999999,3329.199999999999,3402.399999999999,96935.0,87228.0
2020-04-29,3405.399999999999,3435.399999999999,3396.399999999999,3423.999999999999,70166.0,76877.0
2020-04-30,3440.599999999999,3497.399999999999,3440.599999999999,3490.199999999999,81655.0,77704.0
2020-05-06,3445.599999999999,3510.399999999999,3443.399999999999,3501.999999999999,71890.0,74647.0
2020-05-07,3503.399999999999,3506.399999999999,3478.999999999999,3494.199999999999,60946.0,71407.0
2020-05-08,3514.599999999999,3558.399999999999,3509.799999999999,3534.599999999999,75192.0,73087.0
2020-05-11,3551.599999999999,3579.599999999999,3525.599999999999,3532.599999999999,69113.0,66517.0
2020-05-12,3539.999999999999,3552.399999999999,3512.399999999999,3533.599999999999,67049.0,59794.0
2020-05-13,3522.799999999999,3551.599999999999,3507.999999999999,3544.399999999999,60476.0,45469.0
2020-05-14,3527.399999999999,3529.399999999999,3500.999999999999,3511.7999999999993,53605.0,84925.0
2020-05-15,3530.7999999999993,3535.399999999999,3490.399999999999,3490.399999999999,77917.0,102819.0
2020-05-18,3501.1999999999994,3539.399999999999,3486.1999999999994,3510.7999999999993,87290.0,103433.0
2020-05-19,3547.399999999999,3560.1999999999994,3531.7999999999993,3541.1999999999994,66784.0,96478.0
2020-05-20,3545.599999999999,3547.1999999999994,3521.1999999999994,3527.999999999999,63599.0,98118.0
2020-05-21,3537.399999999999,3542.7999999999993,3497.999999999999,3499.599999999999,67235.0,98956.0
2020-05-22,3490.399999999999,3495.399999999999,3407.399999999999,3412.399999999999,92219.0,110068.0
2020-05-25,3423.399999999999,3430.7999999999993,3397.999999999999,3421.999999999999,74088.0,96201.0
2020-05-26,3442.399999999999,3461.399999999999,3438.1999999999994,3458.1999999999994,65443.0,95903.0
2020-05-27,3453.399999999999,3455.999999999999,3427.399999999999,3440.599999999999,63082.0,95894.0
2020-05-28,3442.1999999999994,3485.1999999999994,3406.7999999999993,3445.1999999999994,100809.0,111706.0
2020-05-29,3424.7999999999993,3467.7999999999993,3419.999999999999,3449.399999999999,75609.0,95329.0
2020-06-01,3500.399999999999,3577.999999999999,3499.399999999999,3568.1999999999994,85326.0,100552.0
2020-06-02,3569.399999999999,3593.7999999999993,3560.399999999999,3584.399999999999,64896.0,89768.0
2020-06-03,3607.399999999999,3627.1999999999994,3580.1999999999994,3580.399999999999,73738.0,94216.0
2020-06-04,3599.399999999999,3601.399999999999,3570.7999999999993,3581.399999999999,61208.0,86138.0
2020-06-05,3591.399999999999,3609.1999999999994,3567.999999999999,3608.399999999999,64971.0,90595.0
2020-06-08,3624.399999999999,3653.999999999999,3611.999999999999,3620.7999999999993,73774.0,89523.0
2020-06-09,3622.1999999999994,3655.399999999999,3615.399999999999,3644.1999999999994,74332.0,88701.0
2020-06-10,3649.399999999999,3649.399999999999,3628.399999999999,3643.1999999999994,62926.0,77319.0
2020-06-11,3634.399999999999,3653.399999999999,3576.1999999999994,3594.399999999999,88133.0,87370.0
2020-06-12,3554.599999999999,3633.399999999999,3549.399999999999,3615.599999999999,85018.0,77355.0
2020-06-15,3595.399999999999,3616.999999999999,3555.999999999999,3558.7999999999993,81545.0,72651.0
2020-06-16,3609.399999999999,3635.1999999999994,3603.599999999999,3629.399999999999,72249.0,58817.0
2020-06-17,3626.1999999999994,3638.399999999999,3608.999999999999,3636.399999999999,55438.0,46564.0
2020-06-18,3629.399999999999,3677.399999999999,3621.1999999999994,3671.399999999999,47873.0,24807.0
2020-06-19,3675.199999999999,3749.599999999999,3674.999999999999,3725.7999999999993,88652.0,97601.0
2020-06-22,3731.7999999999993,3766.7999999999993,3717.999999999999,3730.199999999999,78166.0,91485.0
2020-06-23,3708.199999999999,3757.199999999999,3703.599999999999,3752.999999999999,78935.0,93757.0
2020-06-24,3767.999999999999,3788.999999999999,3759.199999999999,3788.5999999999995,67490.0,86706.0
2020-06-29,3779.7999999999993,3787.5999999999995,3731.199999999999,3756.999999999999,73040.0,90974.0
2020-06-30,3778.7999999999993,3828.199999999999,3777.999999999999,3799.5999999999995,81335.0,88226.0
2020-07-01,3820.3999999999987,3912.5999999999995,3809.5999999999995,3897.7999999999993,103376.0,98213.0
2020-07-02,3898.999999999999,4164.599999999999,3894.5999999999995,4002.199999999999,116273.0,97483.0
2020-07-03,4022.7999999999993,4092.7999999999993,4010.3999999999987,4085.999999999999,113158.0,97675.0
2020-07-06,4138.999999999999,4440.999999999999,4137.799999999999,4412.999999999999,152936.0,106395.0
2020-07-07,4465.199999999999,4496.999999999999,4380.199999999999,4391.199999999999,144237.0,102659.0
2020-07-08,4419.999999999999,4488.999999999999,4374.799999999999,4438.599999999999,128823.0,102179.0
2020-07-09,4426.999999999999,4525.799999999999,4421.999999999999,4514.799999999999,128161.0,97238.0
2020-07-10,4477.599999999999,4497.999999999999,4403.199999999999,4423.999999999999,118038.0,93329.0
2020-07-13,4439.599999999999,4566.599999999999,4424.199999999999,4516.999999999999,120999.0,90371.0
2020-07-14,4503.999999999999,4531.599999999999,4395.599999999999,4471.999999999999,126167.0,82129.0
2020-07-15,4494.599999999999,4523.799999999999,4397.399999999999,4415.199999999999,117188.0,67212.0
2020-07-16,4420.999999999999,4461.599999999999,4163.999999999999,4174.999999999999,98371.0,31587.0
2020-07-17,4212.999999999999,4267.799999999999,4162.999999999999,4206.399999999999,128547.0,99013.0
2020-07-20,4256.799999999999,4340.999999999999,4201.999999999999,4324.799999999999,126817.0,97892.0
2020-07-21,4350.999999999999,4365.399999999999,4312.999999999999,4337.399999999999,100894.0,87648.0
2020-07-22,4337.799999999999,4468.999999999999,4325.399999999999,4360.999999999999,138215.0,101742.0
2020-07-23,4329.799999999999,4399.399999999999,4258.999999999999,4368.599999999999,149544.0,100401.0
2020-07-24,4336.199999999999,4349.999999999999,4114.999999999999,4144.999999999999,156303.0,101861.0
2020-07-27,4189.999999999999,4223.999999999999,4143.599999999999,4176.999999999999,112352.0,93219.0
2020-07-28,4224.799999999999,4246.199999999999,4176.599999999999,4208.799999999999,108155.0,92146.0
2020-07-29,4199.199999999999,4356.799999999999,4196.399999999999,4352.399999999999,132324.0,100745.0
2020-07-30,4352.999999999999,4368.999999999999,4311.199999999999,4314.999999999999,99456.0,90056.0
2020-07-31,4333.199999999999,4425.599999999999,4260.199999999999,4339.599999999999,149528.0,107182.0
2020-08-03,4408.199999999999,4434.399999999999,4376.999999999999,4420.599999999999,112875.0,90044.0
2020-08-04,4433.199999999999,4462.999999999999,4405.999999999999,4436.599999999999,109372.0,93310.0
2020-08-05,4422.599999999999,4447.399999999999,4353.199999999999,4421.999999999999,115606.0,87870.0
2020-08-06,4445.999999999999,4452.799999999999,4320.399999999999,4409.399999999999,132328.0,94596.0
2020-08-07,4387.199999999999,4394.999999999999,4280.999999999999,4363.999999999999,133870.0,89152.0
2020-08-10,4348.999999999999,4420.999999999999,4289.399999999999,4379.999999999999,117578.0,86124.0
2020-08-11,4398.999999999999,4458.999999999999,4319.199999999999,4332.799999999999,118017.0,86352.0
2020-08-12,4330.599999999999,4341.799999999999,4221.599999999999,4306.799999999999,124191.0,89551.0
2020-08-13,4325.599999999999,4333.799999999999,4275.799999999999,4286.399999999999,93849.0,78724.0
2020-08-14,4279.999999999999,4397.999999999999,4270.399999999999,4397.399999999999,112458.0,84560.0
2020-08-17,4414.999999999999,4523.599999999999,4398.799999999999,4492.199999999999,111121.0,75846.0
2020-08-18,4487.999999999999,4508.999999999999,4460.399999999999,4483.599999999999,76766.0,62434.0
2020-08-19,4481.799999999999,4491.599999999999,4398.999999999999,4401.799999999999,65873.0,98196.0
2020-08-20,4369.999999999999,4390.999999999999,4331.599999999999,4359.599999999999,92493.0,117004.0
2020-08-21,4391.599999999999,4419.599999999999,4350.599999999999,4392.999999999999,108473.0,128025.0
2020-08-24,4423.999999999999,4446.999999999999,4387.399999999999,4410.999999999999,103937.0,125502.0
2020-08-25,4427.999999999999,4483.399999999999,4408.399999999999,4433.399999999999,109513.0,130353.0
2020-08-26,4430.599999999999,4461.999999999999,4358.599999999999,4373.999999999999,121736.0,133175.0
2020-08-27,4389.999999999999,4413.799999999999,4353.799999999999,4410.399999999999,99231.0,127151.0
2020-08-28,4407.799999999999,4548.799999999999,4393.199999999999,4543.599999999999,132054.0,140247.0
2020-08-31,4565.199999999999,4597.999999999999,4477.999999999999,4485.999999999999,119025.0,129975.0
2020-09-01,4482.799999999999,4528.799999999999,4475.999999999999,4525.999999999999,94596.0,126446.0
2020-09-02,4543.199999999999,4548.399999999999,4461.399999999999,4508.199999999999,124238.0,128619.0
2020-09-03,4507.999999999999,4554.999999999999,4471.999999999999,4498.599999999999,121680.0,122625.0
2020-09-04,4439.999999999999,4467.999999999999,4407.999999999999,4452.799999999999,110454.0,119147.0
2020-09-07,4451.999999999999,4478.199999999999,4329.399999999999,4345.599999999999,123468.0,123592.0
2020-09-08,4368.799999999999,4398.799999999999,4335.199999999999,4380.799999999999,108113.0,114804.0
2020-09-09,4334.999999999999,4339.799999999999,4243.799999999999,4277.199999999999,129797.0,125376.0
2020-09-10,4315.799999999999,4334.599999999999,4260.999999999999,4275.199999999999,113035.0,110769.0
2020-09-11,4270.999999999999,4325.399999999999,4257.999999999999,4312.599999999999,97445.0,101500.0
2020-09-14,4335.999999999999,4354.199999999999,4312.999999999999,4344.799999999999,87341.0,92579.0
2020-09-15,4339.799999999999,4386.999999999999,4324.399999999999,4377.599999999999,94615.0,80700.0
2020-09-16,4373.399999999999,4376.399999999999,4328.799999999999,4348.199999999999,79033.0,57881.0
2020-09-17,4340.199999999999,4364.599999999999,4298.599999999999,4325.599999999999,61290.0,28924.0
2020-09-18,4342.0,4468.2,4336.2,4467.0,122641.0,107281.0
2020-09-21,4477.0,4484.8,4398.2,4405.8,92186.0,96006.0
2020-09-22,4388.8,4430.2,4324.0,4350.0,105241.0,101518.0
2020-09-23,4355.4,4378.2,4333.2,4353.4,78554.0,89648.0
2020-09-24,4333.8,4340.0,4258.2,4280.599999999999,105376.0,102436.0
2020-09-25,4299.4,4319.8,4274.599999999999,4295.599999999999,84071.0,90494.0
2020-09-28,4313.0,4343.8,4290.8,4309.2,76978.0,91063.0
2020-09-29,4332.2,4351.0,4312.4,4318.4,78297.0,81892.0
2020-09-30,4339.4,4361.8,4269.0,4287.599999999999,84333.0,83112.0
2020-10-09,4380.599999999999,4429.4,4377.8,4392.599999999999,72793.0,73415.0
2020-10-12,4422.2,4556.2,4422.0,4551.8,85310.0,79238.0
2020-10-13,4540.4,4577.4,4520.8,4564.4,69106.0,63861.0
2020-10-14,4555.4,4555.8,4525.4,4545.8,61885.0,49426.0
2020-10-15,4546.0,4568.2,4522.2,4534.8,51864.0,23852.0
2020-10-16,4539.6,4564.0,4487.8,4520.2,79820.0,75685.0
2020-10-19,4564.6,4596.2,4461.6,4484.400000000001,99470.0,82420.0
2020-10-20,4481.2,4520.8,4473.0,4514.8,60583.0,73451.0
2020-10-21,4529.8,4533.0,4475.8,4522.400000000001,71633.0,74938.0
2020-10-22,4502.8,4521.6,4448.8,4503.8,82988.0,77215.0
2020-10-23,4504.8,4532.400000000001,4451.2,4463.8,87647.0,79162.0
2020-10-26,4432.8,4447.8,4373.8,4422.8,79087.0,76702.0
2020-10-27,4422.8,4442.8,4403.400000000001,4433.400000000001,62007.0,72101.0
2020-10-28,4433.400000000001,4494.8,4418.0,4477.0,74786.0,76981.0
2020-10-29,4431.6,4544.6,4424.8,4523.2,90383.0,80170.0
2020-10-30,4522.6,4525.2,4421.6,4436.400000000001,90118.0,75234.0
2020-11-02,4451.8,4488.6,4439.0,4463.8,75501.0,71661.0
2020-11-03,4485.0,4543.8,4479.6,4509.0,27618.0,80830.0
2020-11-04,4515.2,4574.0,4506.2,4548.2,26584.0,78516.0
2020-11-05,4595.8,4635.0,4578.0,4628.0,32277.0,81351.0
2020-11-06,4643.0,4645.0,4586.4,4630.6,26725.0,78554.0
2020-11-09,4665.4,4759.0,4665.4,4734.8,38268.0,86525.0
2020-11-10,4746.0,4746.0,4677.8,4706.8,31639.0,83806.0
2020-11-11,4694.0,4714.0,4659.2,4666.0,27637.0,85755.0
2020-11-12,4681.0,4685.8,4644.8,4658.8,23968.0,84751.0
2020-11-13,4641.0,4641.0,4567.2,4603.2,38910.0,86483.0
2020-11-16,4636.0,4655.8,4595.4,4654.0,30638.0,82108.0
2020-11-17,4641.8,4649.0,4613.0,4642.0,28890.0,86638.0
2020-11-18,4636.0,4667.0,4619.4,4639.2,48691.0,97575.0
2020-11-19,4629.0,4702.8,4625.2,4691.8,72401.0,117829.0
2020-11-20,4691.0,4709.4,4677.8,4703.2,69914.0,120767.0
2020-11-23,4717.8,4798.0,4697.2,4761.0,99728.0,132139.0
2020-11-24,4756.4,4771.2,4726.6,4737.8,74934.0,118033.0
2020-11-25,4758.0,4774.6,4674.0,4676.0,91506.0,123033.0
2020-11-26,4681.0,4689.2,4637.8,4680.0,82445.0,114390.0
2020-11-27,4687.0,4756.0,4673.4,4753.8,90841.0,121135.0
2020-11-30,4763.0,4832.4,4722.2,4727.2,115805.0,123196.0
2020-12-01,4740.0,4850.2,4732.4,4841.0,102523.0,120001.0
2020-12-02,4843.2,4861.8,4804.4,4830.4,93026.0,114556.0
2020-12-03,4829.0,4848.4,4801.2,4828.2,81593.0,112174.0
2020-12-04,4823.2,4847.0,4775.0,4838.4,86988.0,110195.0
2020-12-07,4837.0,4840.6,4772.4,4794.2,87680.0,107051.0
2020-12-08,4808.2,4818.4,4769.0,4779.8,77989.0,100959.0
2020-12-09,4795.0,4806.4,4709.6,4720.0,92734.0,104362.0
2020-12-10,4711.8,4733.6,4692.0,4709.8,78835.0,95439.0
2020-12-11,4735.0,4736.0,4616.2,4653.4,91770.0,97260.0
2020-12-14,4666.2,4702.0,4648.2,4697.8,68384.0,79270.0
2020-12-15,4689.6,4721.0,4664.6,4709.6,71476.0,70641.0
2020-12-16,4722.8,4730.4,4701.8,4721.0,60648.0,50949.0
2020-12-17,4721.0,4796.8,4712.6,4795.8,53927.0,25362.0
2020-12-18,4789.2,4799.0,4739.2,4763.2,68830.0,78708.0
2020-12-21,4759.0,4826.4,4728.4,4811.0,79009.0,85707.0
2020-12-22,4805.0,4818.8,4725.4,4735.2,79199.0,80206.0
2020-12-23,4748.0,4803.2,4741.599999999999,4772.0,82773.0,84929.0
2020-12-24,4772.2,4794.2,4745.2,4772.8,72642.0,77447.0
2020-12-25,4751.8,4817.599999999999,4743.8,4813.599999999999,74189.0,81697.0
2020-12-28,4814.0,4865.2,4804.599999999999,4834.4,76766.0,83196.0
2020-12-29,4845.2,4858.8,4812.2,4822.4,71388.0,81445.0
2020-12-30,4817.8,4889.2,4815.2,4886.0,75976.0,83159.0
2020-12-31,4900.0,5001.4,4893.2,4997.2,92827.0,90826.0
2021-01-04,5000.2,5069.0,4962.2,5030.2,84288.0,84531.0
2021-01-05,5020.2,5141.0,5009.0,5130.0,88203.0,85968.0
2021-01-06,5145.0,5213.599999999999,5116.8,5178.599999999999,94934.0,85935.0
2021-01-07,5197.0,5302.0,5180.599999999999,5300.2,104541.0,90480.0
2021-01-08,5316.599999999999,5333.8,5220.2,5275.599999999999,104492.0,83635.0
2021-01-11,5285.2,5322.4,5177.4,5207.0,109814.0,83628.0
2021-01-12,5197.4,5367.2,5195.2,5367.0,100185.0,71505.0
2021-01-13,5368.2,5412.0,5309.2,5348.8,97993.0,65093.0
2021-01-14,5334.8,5339.2,5236.2,5248.599999999999,72851.0,28087.0
2021-01-15,5262.599999999999,5277.4,5160.799999999999,5217.599999999999,97600.0,81606.0
2021-01-18,5201.599999999999,5315.2,5180.599999999999,5277.599999999999,88074.0,75327.0
2021-01-19,5285.599999999999,5292.2,5185.599999999999,5204.799999999999,32788.0,90035.0
2021-01-20,5209.599999999999,5262.599999999999,5196.799999999999,5230.599999999999,31361.0,88425.0
2021-01-21,5250.599999999999,5352.599999999999,5246.599999999999,5315.999999999999,34256.0,89375.0
2021-01-22,5312.4,5326.599999999999,5263.599999999999,5307.999999999999,29506.0,86124.0
2021-01-25,5311.599999999999,5380.4,5278.799999999999,5350.999999999999,36364.0,89572.0
2021-01-26,5326.799999999999,5326.799999999999,5248.999999999999,5263.2,30801.0,88357.0
2021-01-27,5263.599999999999,5290.799999999999,5219.2,5260.999999999999,25812.0,89998.0
2021-01-28,5214.2,5216.2,5126.999999999999,5142.2,35459.0,93680.0
2021-01-29,5174.999999999999,5187.4,5045.2,5105.799999999999,37992.0,92191.0
2021-02-01,5105.599999999999,5173.599999999999,5105.599999999999,5168.799999999999,27532.0,91474.0
2021-02-02,5180.599999999999,5237.2,5173.799999999999,5233.2,28786.0,90933.0
2021-02-03,5233.599999999999,5268.2,5212.799999999999,5236.599999999999,26121.0,90820.0
2021-02-04,5215.599999999999,5261.599999999999,5175.599999999999,5237.2,33297.0,92710.0
2021-02-05,5257.4,5298.4,5231.599999999999,5238.799999999999,34504.0,94614.0
2021-02-08,5262.599999999999,5332.599999999999,5245.999999999999,5301.599999999999,40991.0,98217.0
2021-02-09,5324.599999999999,5436.4,5307.4,5434.599999999999,46292.0,105183.0
